,provinsi,kabupaten,ibukota,hektar,penduduk,density
94,Jambi,Kabupaten Batanghari,Muara Bulian,580400.0,308249.0,53.109751895244656
95,Jambi,Kabupaten Bungo,Muara Bungo,465900.0,332881.0,71.44902339557845
96,Jambi,Kabupaten Kerinci,Siulak,335527.0,235735.0,70.25813123832062
97,Jambi,Kabupaten Merangin,Bangko,767900.0,333669.0,43.45214220601641
98,Jambi,Kabupaten Muaro Jambi,Sengeti,532600.0,359631.0,67.52365752910252
99,Jambi,Kabupaten Sarolangun,Sarolangun,618400.0,313373.0,50.67480595084088
100,Jambi,Kabupaten Tanjung Jabung Barat,Kuala Tungkal,464985.0,322058.0,69.26201920492058
101,Jambi,Kabupaten Tanjung Jabung Timur,Muara Sabak,544500.0,222834.0,40.924517906336085
102,Jambi,Kabupaten Tebo,Muara Tebo,646100.0,327669.0,50.71490481349636
103,Jambi,Kota Jambi,-,10354.0,609620.0,5887.772841413946
104,Jambi,Kota Sungaipenuh,-,39150.0,103511.0,264.39591315453384
105,Bengkulu,Kabupaten Bengkulu Selatan,Kota Manna,118610.0,164237.0,138.4680886940393
106,Bengkulu,Kabupaten Bengkulu Tengah,Karang Tinggi,122394.0,108889.0,88.96596238377698
107,Bengkulu,Kabupaten Bengkulu Utara,Arga Makmur,432460.0,279223.0,64.56620265458076
108,Bengkulu,Kabupaten Kaur,Bintuhan,236905.0,125768.0,53.08794664527975
109,Bengkulu,Kabupaten Kepahiang,Kepahiang,66500.0,147677.0,222.07067669172932
110,Bengkulu,Kabupaten Lebong,Muara Aman,192182.0,113677.0,59.150700898107004
111,Bengkulu,Kabupaten Mukomuko,Mukomuko,403670.0,174742.0,43.28832957613893
112,Bengkulu,Kabupaten Rejang Lebong,Curup,163998.0,275640.0,168.07522042951743
113,Bengkulu,Kabupaten Seluma,Tais,240044.0,207587.0,86.47872889970172
114,Bengkulu,Kota Bengkulu,-,15170.0,364604.0,2403.4541858932103
115,Sumatra Selatan,Kabupaten Banyuasin,Pangkalan Balai,1183299.0,803895.0,67.93675985528594
116,Sumatra Selatan,Kabupaten Empat Lawang,Tebing Tinggi,225644.0,327053.0,144.94203258229777
117,Sumatra Selatan,Kabupaten Lahat,Lahat,531174.0,427320.0,80.4482147093043
118,Sumatra Selatan,Kabupaten Muara Enim,Muara Enim,738390.0,567450.0,76.84963230812986
119,Sumatra Selatan,Kabupaten Musi Banyuasin,Sekayu,1426626.0,608125.0,42.62679917511667
120,Sumatra Selatan,Kabupaten Musi Rawas,Muara Beliti Baru,635010.0,408597.0,64.34497094533944
121,Sumatra Selatan,Kabupaten Musi Rawas Utara,Rupit,600855.0,188680.0,31.4019189321883
122,Sumatra Selatan,Kabupaten Ogan Ilir,Indralaya,266609.0,410529.0,153.98167353690235
123,Sumatra Selatan,Kabupaten Ogan Komering Ilir,Kota Kayu Agung,1835904.0,721571.0,39.3033077982291
124,Sumatra Selatan,Kabupaten Ogan Komering Ulu,Baturaja,479706.0,357502.0,74.52523003673082
125,Sumatra Selatan,Kabupaten Ogan Komering Ulu Selatan,Muaradua,549394.0,410303.0,74.6828323571062
126,Sumatra Selatan,Kabupaten Ogan Komering Ulu Timur,Martapura,337000.0,633810.0,188.07418397626114
127,Sumatra Selatan,Kabupaten Penukal Abab Lematang Ilir,Talang Ubi,184000.0,170497.0,92.66141304347826
128,Sumatra Selatan,Kota Lubuklinggau,-,40150.0,217119.0,540.7696139476961
129,Sumatra Selatan,Kota Pagar Alam,-,63366.0,139867.0,220.72878199665436
130,Sumatra Selatan,Kota Palembang,-,36922.0,1569297.0,4250.303342180813
